"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Fix Versions","Affect Versions","Area","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Bug","14032","IPAD: Nice to have - taller headers in accordion","","Low","V-MAX-QA","iPad","Lolay Legacy","Undecided","Misc","","01/21/11 07:40 PM","200: Lolay","Jacob Solotaroff","","","0","Michelle Clay","0","0","04/17/13 09:49 PM","04/17/13 09:49 PM","","Closed (Won't Fix)"
"Bug","14033","Max iPad: Stale dealer Address displayed","","Low","V-MAX-QA","","Lolay Legacy","backlog","Misc","","01/21/11 08:18 PM","200: Lolay","Narendra Barad","","","0","Tim Muir","0","0","10/19/11 07:42 PM","10/19/11 07:42 PM","","Closed (Fixed)"
"Bug","14034","Max iPad: Logout throw error NSXMLParseErrorDomain:5 when Bad Token/Ticket expires","","Medium","Narendra Barad","","Lolay Legacy","Undecided","Misc","","01/21/11 08:24 PM","200: Lolay","Narendra Barad","","","0","Bardia Dejban","0","0","01/24/11 06:40 AM","01/26/11 07:15 AM","","Closed (Fixed)"
"Bug","14035","Only 7 of 30+ cars showing up","","High","V-MAX-QA","","Lolay Legacy","Undecided","Misc","","01/21/11 08:34 PM","200: Lolay","Jacob Solotaroff","","","0","Michelle Clay","0","0","04/17/13 09:50 PM","04/17/13 09:50 PM","","Closed (Not Reproducible)"
"Bug","14036","Need to put in Hendrick BMW logo","","Low","V-MAX-QA","","Lolay Legacy","backlog","Misc","","01/21/11 08:40 PM","200: Lolay","Jacob Solotaroff","","","0","Tim Muir","0","0","10/19/11 07:45 PM","10/19/11 07:45 PM","","Closed (Fixed)"
"Bug","14037","Max iPad: Footer - When dealership photo NOT available, don't show it","","Medium","Narendra Barad","","Lolay Legacy","backlog","Misc","","01/21/11 08:43 PM","200: Lolay","Narendra Barad","","","0","Michelle Clay","0","0","08/11/11 07:27 PM","08/22/11 09:39 PM","","Closed (Verified)"
"Bug","14038","Selling Notes page needs redesign","","High","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/21/11 08:57 PM","200: Lolay","Jacob Solotaroff","","","0","Narendra Barad","0","0","01/27/11 09:44 PM","11/04/13 06:10 PM","","Closed (Verified)"
"Bug","14039","email didn't go through","","High","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/21/11 09:00 PM","200: Lolay","Jacob Solotaroff","","","0","Narendra Barad","0","0","01/25/11 04:43 PM","11/04/13 06:10 PM","","Closed (Verified)"
"Bug","14040","no email validation","","Low","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/21/11 09:01 PM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","02/01/11 10:15 AM","11/04/13 06:10 PM","","Closed (Fixed)"
"Bug","14042","Max iPad: Swallow exception when photo urls are NOT available","","Medium","Narendra Barad","","Lolay Legacy","backlog","Misc","","01/21/11 10:36 PM","200: Lolay","Narendra Barad","","","0","Michelle Clay","0","0","08/11/11 07:27 PM","08/22/11 09:39 PM","","Closed (Verified)"
"Bug","14044","Max iPad: Landscape mode shows bulluted crib notes with 2 colored strips","","Medium","Narendra Barad","","Lolay Legacy","Undecided","Misc","","01/21/11 11:42 PM","200: Lolay","Narendra Barad","","","0","Narendra Barad","0","0","01/25/11 04:43 PM","03/21/11 06:51 PM","","Closed (Verified)"
"Bug","14045","Max iPad: Get the photos from Max Ad (Photos Api)","","Medium","Narendra Barad","","Lolay Legacy","Undecided","Misc","","01/21/11 11:47 PM","200: Lolay","Narendra Barad","","","0","Narendra Barad","0","0","02/01/11 05:17 PM","03/21/11 06:51 PM","","Closed (Verified)"
"Bug","14046","Max iPad: Suppress INT (Interior) color from list page","","Medium","Narendra Barad","","Lolay Legacy","Undecided","Misc","","01/21/11 11:54 PM","200: Lolay","Narendra Barad","","","0","Narendra Barad","0","0","01/24/11 03:57 PM","03/21/11 06:51 PM","","Closed (Duplicate)"
"Bug","14047","Quick hit - CARFAX ""records""","","High","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/22/11 03:50 PM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","01/24/11 06:29 AM","01/25/11 01:48 AM","","Closed (Fixed)"
"Bug","14049","Max iPad - Logging into the wrong dealer","","High","Devaraj Sundaram","","Lolay Legacy","Undecided","Misc","","01/23/11 12:44 AM","200: Lolay","Devaraj Sundaram","","","0","Bardia Dejban","0","0","01/24/11 06:30 AM","01/24/11 07:19 PM","","Closed (Fixed)"
"Bug","14050","MAX iPad - Change invalid credentials message box header","","Medium","Devaraj Sundaram","","Lolay Legacy","Undecided","Misc","","01/23/11 02:30 AM","200: Lolay","Devaraj Sundaram","","","0","Bardia Dejban","0","0","01/24/11 06:38 AM","01/24/11 07:31 PM","","Closed (Fixed)"
"Bug","14051","MAX iPad - App closes without any action","","High","Devaraj Sundaram","","Lolay Legacy","Undecided","Misc","","01/23/11 02:37 AM","200: Lolay","Devaraj Sundaram","","","0","Bardia Dejban","0","0","01/24/11 06:30 AM","01/24/11 07:22 PM","","Closed (Fixed)"
"Bug","14052","Quick Hit - change COMPARISON to COMPARISON SHOP","","High","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 01:12 AM","200: Lolay","Jacob Solotaroff","","","0","Narendra Barad","0","0","01/24/11 10:50 PM","11/04/13 06:10 PM","","Closed (Verified)"
"Bug","14053","Quick Hit - put 2 lines of preview in the Market Comparison","","High","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 01:48 AM","200: Lolay","Jacob Solotaroff","","","0","Narendra Barad","0","0","01/27/11 09:46 PM","11/04/13 06:10 PM","","Closed (Verified)"
"Bug","14054","Market comparison - more delineation between cars","","Low","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 01:50 AM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","02/01/11 07:26 AM","11/04/13 06:10 PM","","Closed (Fixed)"
"Bug","14055","Get design of consumer facing page to match what Angela put in poster","","Low","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 01:59 AM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","02/01/11 10:14 AM","11/04/13 06:10 PM","","Closed (Fixed)"
"Bug","14056","Bring back interior color","","Medium","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 02:05 AM","200: Lolay","Jacob Solotaroff","","","0","Narendra Barad","0","0","01/28/11 03:46 PM","11/04/13 06:10 PM","","Closed (Won't Fix)"
"Bug","14057","Need headers on pricing section of Consumer Facing Page","","Low","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 02:11 AM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","02/01/11 10:16 AM","11/04/13 06:10 PM","","Closed (Fixed)"
"Bug","14058","Quick Hit - Just say Kelley Blue Book","","High","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 02:13 AM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","01/27/11 10:45 PM","11/04/13 06:10 PM","","Closed (Fixed)"
"Bug","14060","Quick Hit - Change Oopsie","","Low","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/24/11 03:51 AM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","01/27/11 10:44 PM","11/04/13 06:10 PM","","Closed (Fixed)"
"Bug","14066","Max iPad: Install app gives message ""MaxDev"". We should say Max or something related","","Low","V-MAX-QA","","Lolay Legacy","backlog","Misc","","01/24/11 05:39 PM","200: Lolay","Narendra Barad","","","0","Tim Muir","0","0","10/19/11 07:47 PM","10/19/11 07:47 PM","","Closed (Fixed)"
"Bug","14081","Max iPad: Certification of vehicles","","High","Narendra Barad","","Lolay Legacy","Undecided","Misc","","01/24/11 11:52 PM","200: Lolay","Narendra Barad","","","0","Narendra Barad","0","0","01/28/11 03:51 PM","03/21/11 06:51 PM","","Closed (Verified)"
"Bug","14087","One more on priority of which Pricing to show in header","","Medium","V-MAX-QA","","Lolay Legacy","Undecided","Misc","","01/25/11 02:13 PM","200: Lolay","Jacob Solotaroff","","","0","Michelle Clay","0","0","07/11/13 03:49 PM","07/11/13 03:49 PM","","Closed (Won't Fix)"
"Task","14088","Design changes for Comparison Shop","","Medium","Narendra Barad","","Lolay Legacy","Undecided","Misc","","01/25/11 02:50 PM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","01/27/11 10:42 PM","01/28/11 03:59 PM","","Closed (Completed)"
"Bug","14089","Search page - make ""Notes"" icon smaller","","Medium","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/25/11 03:07 PM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","01/27/11 10:44 PM","11/04/13 06:10 PM","","Closed (Fixed)"
"Task","14090","Selling Notes - Remove Customer Focus buttons","","High","Bardia Dejban","","Lolay Legacy","Undecided","Misc","","01/25/11 03:13 PM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","01/27/11 10:46 PM","04/18/14 07:18 PM","","Closed (Completed)"
"Bug","14091","Selling Notes - Change text on big button","","Medium","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/25/11 03:15 PM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","01/27/11 10:46 PM","11/04/13 06:10 PM","","Closed (Fixed)"
"Bug","14093","Pricing - Show green bar if comparing with 2 or more things, not 3","","Medium","V-MAX-QA","","Lolay Legacy","Undecided","Misc","","01/25/11 03:18 PM","200: Lolay","Jacob Solotaroff","","","0","Michelle Clay","0","0","12/09/13 09:39 PM","12/09/13 09:39 PM","","Closed (Fixed)"
"Bug","14094","Consumer Facing Page - all bulleted sections","","Medium","Jacob Solotaroff","","Lolay Legacy","Undecided","Misc","","01/25/11 03:25 PM","200: Lolay","Jacob Solotaroff","","","0","Bardia Dejban","0","0","02/01/11 10:17 AM","11/04/13 06:10 PM","","Closed (Fixed)"
"Feature","14097","MAX iPad App - Inventory List: selling notes icon too big  can be 3/4 the size.","","Medium","Devaraj Sundaram","","Lolay Legacy","Undecided","Misc","","01/25/11 04:21 PM","200: Lolay","Devaraj Sundaram","","","0","Devaraj Sundaram","0","0","01/25/11 09:56 PM","01/25/11 09:56 PM","","Closed (Implemented)"
"Bug","14098","YMM Picker: when there is only one model in the list, it should auto select","","Low","Narendra Barad","","Lolay Legacy","backlog","Misc","","01/25/11 04:26 PM","200: Lolay","Narendra Barad","","","0","Narendra Barad","0","0","03/25/11 06:41 PM","03/25/11 06:41 PM","","Closed (Verified)"
"Feature","14099","MAX - iPad App- Inventory List - Certified and stock # grey and smaller font size for YMM","","Low","Devaraj Sundaram","","Lolay Legacy","Undecided","Misc","","01/25/11 04:26 PM","200: Lolay","Devaraj Sundaram","","","0","Devaraj Sundaram","0","0","01/25/11 09:54 PM","01/25/11 09:54 PM","","Closed (Implemented)"
