"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Fix Versions","Affect Versions","Area","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Bug","739","MAX - Cannot view Make-A-Deal Workbooks PDF file via IE6&7.","","Medium","Benson Fung","","Hotfix","","Engineering","","04/16/08 08:46 PM","007:MAX","Brian Nguyen","","","","Brian Nguyen","0","0","04/22/08 03:12 PM","04/22/08 03:51 PM","","Closed (Fixed)"
"Bug","927","MAX - Remove a blank space in the list of store.","","Medium","Tuan Bui","","Undecided","","Engineering","","05/21/08 10:08 PM","007:MAX","Brian Nguyen","","","","Tuan Bui","2","2","05/21/08 10:24 PM","05/21/08 10:26 PM","","Closed (Fixed)"
"Bug","953","REGRESSION - DPP when trying to go to IMP from betaMax","","Medium","Simon Wenmouth","","V5_16_01","","Engineering","","05/23/08 03:50 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","05/27/08 10:08 PM","06/02/08 04:08 PM","","Closed (Fixed)"
"Bug","1006","REGRESSION - MAX - Optimal Inv. gauge producing DPP","","Medium","Simon Wenmouth","","V5_16_01","","Engineering","","05/29/08 09:31 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","05/29/08 10:34 PM","06/02/08 04:07 PM","","Closed (Fixed)"
"Bug","1007","REGRESSION - Mgmt Summary not displaying in MAX","","Medium","Simon Wenmouth","","V5_16_01","","Engineering","","05/29/08 09:45 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","05/29/08 10:48 PM","06/02/08 04:06 PM","","Closed (Fixed)"
"Bug","1251","Acceptance Testing - MAX Images and multi-Email - ""Error Loading Gauge""","","Medium","Simon Wenmouth","","Undecided","","Engineering","","06/23/08 07:26 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","06/23/08 07:45 PM","06/24/08 07:45 PM","","Closed (Not Reproducible)"
"Bug","1252","Acceptance Testing - MAX Images and multi-email - ","","Medium","Simon Wenmouth","","Undecided","","Engineering","","06/23/08 07:38 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","06/23/08 08:23 PM","07/07/08 04:23 PM","","Closed (Fixed)"
"Bug","1254","Acceptance Testing - MAX images and multiple emails - Text needed to denote multiple email functionality","","Medium","Simon Wenmouth","","Undecided","","Engineering","","06/23/08 08:46 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","06/23/08 10:01 PM","06/24/08 07:45 PM","","Closed (Fixed)"
"Feature","1329","MAX Performance Review and Work Estimate","","Medium","Krishna Kumar","","Undecided","","Engineering","","06/26/08 09:03 PM","007:MAX","Frank Owen","","","","Frank Owen","0","0","07/02/08 09:18 PM","02/26/09 04:43 PM","","Closed (Implemented)"
"Feature","1341","HAL.dbo.GetInventoryGraphData Optimization","","Medium","Frank Owen","","Undecided","","Engineering","","06/27/08 07:22 PM","007:MAX","Frank Owen","","","","Frank Owen","7.5","7.5","06/30/08 10:13 PM","07/07/08 02:42 PM","","Closed (Implemented)"
"Feature","1342","HAL.dbo.Appraisals_Waiting_Report Optimization","","Medium","Frank Owen","","Undecided","","Engineering","","06/27/08 07:37 PM","007:MAX","Frank Owen","","","","Frank Owen","2","2","06/30/08 10:18 PM","07/07/08 02:42 PM","","Closed (Implemented)"
"Feature","1351","HAL.dbo.GetOverPricingRiskCount Optimization","","Medium","Simon Wenmouth","","Undecided","","Engineering","","06/27/08 10:02 PM","007:MAX","Frank Owen","","","","Frank Owen","9.38","9.38","07/01/08 03:44 PM","07/07/08 02:43 PM","","Closed (Implemented)"
"Feature","1397","HAL.dbo.Appraisal_Reviews_Days_Back_Report Optimization","","Medium","Frank Owen","","Undecided","","Engineering","","07/01/08 03:46 PM","007:MAX","Frank Owen","","","","Frank Owen","3.75","3.75","07/01/08 03:53 PM","07/07/08 02:43 PM","","Closed (Implemented)"
"Feature","1422","Add BusinessUnit to FLDW.dbo.VehicleSale","","Medium","Frank Owen","","Undecided","","Engineering","","07/01/08 10:33 PM","007:MAX","Frank Owen","","","","Frank Owen","7.5","7.5","07/02/08 08:48 PM","07/07/08 02:43 PM","","Closed (Implemented)"
"Feature","1424","HAL.dbo.GetDaysSupply Performance Optimization","","Medium","Frank Owen","","Undecided","","Engineering","","07/01/08 11:29 PM","007:MAX","Frank Owen","","","","Frank Owen","3.75","3.75","07/01/08 11:32 PM","07/07/08 03:19 PM","","Closed (Implemented)"
"Feature","1440","Add index to HAL.dbo.Sessions","","Medium","Frank Owen","","Undecided","","Engineering","","07/03/08 03:01 PM","007:MAX","Frank Owen","","","","Frank Owen","0","0","07/07/08 03:34 PM","10/17/08 10:09 PM","","Closed (Implemented)"
"Feature","1442","Purge inactive HAL session data","","Medium","Frank Owen","","Undecided","","Engineering","","07/03/08 04:12 PM","007:MAX","Frank Owen","","","","Frank Owen","2","2","07/07/08 04:36 PM","07/07/08 04:36 PM","","Closed (Implemented)"
"Bug","1471","MAX - Report - Inconsistency the number of items in the REPORT menu of MAX HomePage vs Report Pages.","","Low","Satwinder Kahlon","","Undecided","","Engineering","","07/08/08 05:20 PM","007:MAX","Brian Nguyen","","","0","Satwinder Kahlon","0","0","03/17/11 07:35 PM","03/17/11 07:35 PM","","Closed (Won't Fix)"
"Feature","1734","UAT - 0729 - MAX HOMEPAGE - AIP Upgrade turned on","","Medium","Noah Keen","","V5_17_00","","Engineering","","07/30/08 03:04 PM","007:MAX","Chris Fant","","","","Noah Keen","1","1","08/04/08 04:47 PM","08/04/08 07:30 PM","","Closed (Implemented)"
"Bug","1755","UAT [0729] - Enhancement - TA - Add box around T/P appraisal type and Make T/P bigger.","","Medium","Paul Monson","","V5_17_00","","Engineering","","07/30/08 08:45 PM","007:MAX","Brian Nguyen","","","","Paul Monson","1","1","07/31/08 03:41 PM","08/04/08 05:16 PM","","Closed (Fixed)"
"Bug","1764","Regression - MAX - Trade Analyze Results page stylesheet issue.","","Medium","Paul Monson","","V5_17_00","","Engineering","","07/30/08 09:46 PM","007:MAX","Brian Nguyen","","","","Paul Monson","0","0","07/30/08 10:33 PM","08/04/08 07:42 PM","","Closed (Fixed)"
"Bug","1880","Regression - Post V5_17 - MAD Workbooks stalling on submitted state","","Medium","Simon Wenmouth","","Undecided","","Engineering","","08/06/08 08:18 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","08/09/08 08:24 PM","08/21/08 09:08 PM","","Closed (Fixed)"
"Feature","1990","W518.1 Update Appraisal Review Preferences page to be able to configure the two new preferences","","Medium","Noah Keen","","Undecided","","Engineering","","08/13/08 07:30 PM","007:MAX","Noah Keen","","","","Noah Keen","4","4","09/16/08 07:02 PM","09/16/08 07:03 PM","","Closed (Implemented)"
"Bug","2443","Regression - MAX homepage is missing 360MarketInsight image.","","Low","Chris Fant","","V5_18","","Engineering","","09/10/08 04:55 PM","007:MAX","Brian Nguyen","","","","Paul Monson","0","0","09/16/08 09:26 PM","10/06/08 03:12 PM","","Closed (Fixed)"
"Bug","2445","Regression - MAX - Stylesheet issue for 360* Appraisal of GuideBookStepThreeSubmitAction and TM page.","","Medium","Chris Fant","","V5_18","","Engineering","","09/10/08 05:25 PM","007:MAX","Brian Nguyen","","","","Paul Monson","0.33","0.33","09/16/08 09:25 PM","10/06/08 03:25 PM","","Closed (Fixed)"
"Bug","2458","Regression - An exception error has occurred when user attempt to update buy target value.","","Medium","Agam Patel","","V5_18","","Engineering","","09/11/08 04:44 PM","007:MAX","Brian Nguyen","","","","Agam Patel","0","0","10/03/08 09:09 PM","10/07/08 09:37 PM","","Closed (Not Reproducible)"
"Bug","2461","Acceptance Testing - Unable to validate JDPower Rules for MAD","","High","Paul Monson","","V5_18","","Engineering","","09/11/08 07:03 PM","007:MAX","Chris Fant","","","","Paul Monson","0","0","09/16/08 09:25 PM","10/06/08 05:03 PM","","Closed (Fixed)"
"Bug","2586","Appraisal Quick Facts tile throws error","","Medium","Simon Wenmouth","","Undecided","","Engineering","","09/22/08 03:15 PM","007:MAX","Frank Owen","","","","Simon Wenmouth","0","0","12/30/08 04:18 PM","12/30/08 05:20 PM","","Closed (Not Reproducible)"
"Bug","2600","Regression - MAX - Search Box generating Error Page","","Medium","Paul Monson","","V5_18","","Engineering","","09/22/08 10:03 PM","007:MAX","Chris Fant","","","","Paul Monson","0","0","09/24/08 03:00 PM","10/06/08 07:35 PM","","Closed (Not Reproducible)"
"Bug","2603","Regresstion - FLSAN - Information cutoff on the Navigator","","Medium","Tuan Bui","","V5_18","","Engineering","","09/22/08 11:13 PM","007:MAX","Chris Fant","","","","Tuan Bui","2","2","09/26/08 11:01 PM","10/06/08 06:40 PM","","Closed (Fixed)"
"Bug","2611","Regression - HTP - Vin Search produces error (on MAX homepage)","","Medium","Benson Fung","","V5_18","","Engineering","","09/23/08 04:39 PM","007:MAX","Chris Fant","","","","Benson Fung","2.5","2.5","09/23/08 09:47 PM","09/23/08 11:06 PM","","Closed (Fixed)"
"Bug","2612","Regression - HTP - IE Pop-up Window popping-up with No Information","","Medium","Benson Fung","","V5_18","","Engineering","","09/23/08 04:52 PM","007:MAX","Chris Fant","","","","Benson Fung","0","0","09/23/08 04:59 PM","09/23/08 11:06 PM","","Closed (Fixed)"
"Bug","2636","Regression - HTP - Searching not finding vehicle in Network","","Medium","Benson Fung","","V5_18","","Engineering","","09/24/08 06:56 PM","007:MAX","Chris Fant","","","","Benson Fung","2","6","09/29/08 03:03 PM","10/06/08 05:13 PM","","Closed (Fixed)"
"Bug","2686","MAD Appraisal Prefs: Verbiage for rule labels","","Medium","Noah Keen","","V5_18","","Engineering","","09/26/08 11:27 PM","007:MAX","Vince Mease","","","","Vince Mease","0","0","10/06/08 06:54 PM","10/06/08 06:54 PM","","Closed (Fixed)"
"Bug","2687","MAD Rule ordering ","","High","Noah Keen","","V5_18","","Engineering","","09/26/08 11:59 PM","007:MAX","Vince Mease","","","","Vince Mease","0","0","10/06/08 06:53 PM","10/06/08 06:53 PM","","Closed (Fixed)"
"Bug","2689","MAD JD Power Rule not based on presence of JD Power Upgrade","","High","Noah Keen","","V5_18","","Engineering","","09/27/08 12:28 AM","007:MAX","Vince Mease","","","","Vince Mease","0","0","10/06/08 06:53 PM","10/06/08 06:53 PM","","Closed (Fixed)"
"Bug","2709","Regression - 360A - MAX Homepage","","Medium","Paul Monson","","V5_18","","Engineering","","09/30/08 03:34 PM","007:MAX","Kirsten Stevens","","","","Paul Monson","0","0","10/01/08 04:13 PM","10/06/08 03:23 PM","","Closed (Won't Fix)"
"Bug","2714","Regression - HTP - 'HendrickCars Search' verbiage missing on Max Homepage","","Planning","Chris Fant","","V5_18","","Engineering","","09/30/08 06:19 PM","007:MAX","Devang Maniar","","","","Tuan Bui","1","1","09/30/08 08:22 PM","10/03/08 03:32 PM","","Closed (Fixed)"
"Bug","2736","Ping II - Regression - Infinity % of Market Average Price","","Ground Level","Paul Monson","","V5_18","","Engineering","","10/02/08 04:27 PM","007:MAX","Devang Maniar","","","","Paul Monson","1","1","10/06/08 08:52 PM","10/06/08 09:08 PM","","Closed (Not Reproducible)"
"Bug","2739","Ping II - Regression - Server Error on multiple Mercedes Benz models","","Medium","Noah Keen","","V5_18","","Engineering","","10/02/08 04:48 PM","007:MAX","Devang Maniar","","","","Noah Keen","0","0","10/07/08 08:01 PM","10/07/08 08:58 PM","","Closed (Fixed)"
"Bug","2743","MAX  - Regression - Optimal Inventory Gauge missing ""Back to Home"" link","","Ground Level","Noah Keen","","V5_18","","Engineering","","10/02/08 05:03 PM","007:MAX","Devang Maniar","","","","Noah Keen","0","0","10/02/08 08:35 PM","10/03/08 03:33 PM","","Closed (Fixed)"
"Bug","2758","IMP - Regression - Planning Buckets out of synch","","Medium","Benson Fung","","V5_18","","Engineering","","10/03/08 02:26 PM","007:MAX","Devang Maniar","","","","Benson Fung","3","3","10/03/08 05:39 PM","10/06/08 04:10 PM","","Closed (Fixed)"
"Bug","2761","HTP: Change font treatment of HendrickCars label for search field on MAX homepage","","Medium","Paul Monson","","V5_18","","Engineering","","10/03/08 04:39 PM","007:MAX","Vince Mease","","","","Vince Mease","0.5","0.5","10/07/08 02:39 PM","10/07/08 02:39 PM","","Closed (Duplicate)"
"Bug","2860","Regression - Bar graph not displaying value amount correctly","","Planning","Tuan Bui","","V5_18_01","","Engineering","","10/09/08 06:12 PM","007:MAX","Chris Fant","","","","Tuan Bui","1.5","4","10/10/08 10:31 PM","10/22/08 06:27 PM","","Closed (Fixed)"
"Bug","3027","MAX Homepage:  Upgrades Not Functioning Correctly","","High","Noah Keen","","V5_18_01","","Engineering","","10/14/08 10:42 PM","007:MAX","David McGarry","","10/17/08 03:00 PM","","Noah Keen","0","0","10/21/08 11:09 PM","10/22/08 08:12 PM","","Closed (Fixed)"
"Bug","3260","Post-Releasev5-18-1: MAD Workbooks not Generating","","Medium","Noah Keen","","Undecided","","Engineering","","10/23/08 08:36 AM","007:MAX","Chris Fant","","","","Noah Keen","0","0","10/27/08 05:56 PM","12/12/08 09:19 PM","","Closed (Fixed)"
"Bug","3261","MAX - DealerHomepage - 360 Pricing Link produces Null Response (0 Vehicles Overpriced)","","High","","","Undecided","","Engineering","","10/23/08 01:01 PM","007:MAX","Devang Maniar","","","","Devang Maniar","0","0","10/23/08 01:25 PM","10/23/08 01:25 PM","","Closed (Fixed)"
"Bug","3300","Regression - PMTeam - Make A Deal does not work – cannot delete items, or add them to follow up!","","Medium","Chris Fant","","V5_18_01","","Engineering","","10/24/08 07:25 PM","007:MAX","Chris Fant","","","","Chris Fant","0","0","10/24/08 07:30 PM","12/09/08 12:11 AM","","Closed (Duplicate)"
"Bug","3301","Regression - PMTeam - Group Level Make a Deal does not work.","","Medium","Chris Fant","","V5_18_02","","Engineering","","10/24/08 07:57 PM","007:MAX","Chris Fant","","","","Chris Fant","0","0","11/11/08 11:55 PM","12/02/08 09:16 PM","","Closed (Fixed)"
"Bug","3302","Regression - PMTeam - JDP rules VARIOUS","","Medium","Vince Mease","","Undecided","","Engineering","","10/24/08 08:03 PM","007:MAX","Chris Fant","","","","Vince Mease","0","0","04/13/09 03:16 PM","04/20/09 11:52 PM","","Closed (Fixed)"
"Feature","3644","MAD Detail Page:  Add PINGII, JD Power and Edmunds TMV","","High","Simon Wenmouth","","Undecided","","Engineering","","11/21/08 04:10 PM","007:MAX","David McGarry","","12/01/08 03:00 PM","0","Simon Wenmouth","6","6","12/30/08 04:42 PM","02/15/11 09:07 PM","","Closed (Already Exists)"
"Feature","3645","MAD Detail Page:  Add VIN to Page","","High","Kirsten Stevens","","Undecided","","Engineering","","11/21/08 04:13 PM","007:MAX","David McGarry","","12/01/08 03:00 PM","","Kirsten Stevens","0","0","12/10/08 01:27 AM","12/10/08 01:28 AM","","Closed (Implemented)"
"Feature","3708","Review and update MAD print pages CSS and display switching","","Medium","Paul Monson","","Undecided","","Engineering","","12/02/08 04:05 PM","007:MAX","Paul Monson","","","","Paul Monson","4","4","03/11/09 03:34 PM","03/11/09 03:34 PM","","Closed (Implemented)"
"Bug","3752","MAD Detail Page:  Add PINGII, JD Power and Edmunds TMV","","High","Chris Fant","","Undecided","","Engineering","","12/05/08 06:57 PM","007:MAX","David McGarry","","12/08/08 03:00 PM","","David McGarry","0","0","12/11/08 09:06 PM","12/11/08 09:06 PM","","Closed (Fixed)"
"Bug","3811","Regression - No VIN # on MAD - Second Look Review","","Medium","Simon Wenmouth","","V5_18_03","","Engineering","","12/09/08 07:02 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","12/30/08 04:41 PM","12/30/08 05:46 PM","","Closed (Fixed)"
"Bug","3855","Regression - TC128 - Printing of the manual bookout page","","Medium","Paul Monson","","V5_18_02","","Engineering","","12/11/08 10:02 PM","007:MAX","Chris Fant","","","","Paul Monson","0","0","12/16/08 08:19 PM","12/16/08 10:35 PM","","Closed (Fixed)"
"Bug","3895","Regression - 500 Error on betaMax","","Medium","Noah Keen","","Undecided","","Engineering","","12/16/08 05:50 PM","007:MAX","Chris Fant","","","","Noah Keen","0","0","12/16/08 08:16 PM","12/16/08 10:35 PM","","Closed (Fixed)"
"Bug","3955","Regression - Unable to open Not Analyzed bucket","","Medium","Magdalena Kipiniak","","V5_18_03","","Engineering","","12/18/08 06:24 PM","007:MAX","Chris Fant","","","","Magdalena Kipiniak","0","0","12/30/08 05:03 PM","12/30/08 05:26 PM","","Closed (Fixed)"
"Bug","4022","Regression - Values unreadable on MAX Table","","Medium","Paul Monson","","V5_18_03","","Engineering","","12/30/08 09:39 PM","007:MAX","Chris Fant","","","","Paul Monson","4","4","03/09/09 10:02 PM","03/10/09 09:02 PM","","Closed (Fixed)"
"Bug","4033","Acceptance: BB - Manual Bookout link inactive in MAX","","High","Chris Fant","","V5_18_03","","Engineering","","01/02/09 04:43 PM","007:MAX","Chris Fant","","","","Chris Fant","3","3","02/09/09 08:24 PM","02/09/09 08:24 PM","","Closed (Fixed)"
"Bug","4106","Regression - 64B - 404 Error when Exiting BetaMax","","Medium","Noah Keen","","Undecided","","Engineering","","01/12/09 07:21 PM","007:MAX","Chris Fant","","","","Noah Keen","0","0","01/12/09 08:00 PM","02/11/09 11:12 PM","","Closed (Fixed)"
"Bug","4107","Regression - 64B - Photo Manager down","","Medium","Noah Keen","","Undecided","","Engineering","","01/12/09 07:23 PM","007:MAX","Chris Fant","","","","Noah Keen","0","0","01/12/09 08:18 PM","02/10/09 07:12 PM","","Closed (Fixed)"
"Bug","4108","Regression - 64B - Unable to accesss Beta","","Medium","Noah Keen","","V5_18_03","","Engineering","","01/12/09 07:23 PM","007:MAX","Chris Fant","","","","Noah Keen","0","0","01/12/09 08:02 PM","02/10/09 12:27 AM","","Closed (Fixed)"
"Bug","4490","Regression - Big Orange Image in  MAX","","Medium","Noah Keen","","V5_18_03","","Engineering","","02/11/09 11:24 PM","007:MAX","Chris Fant","","","","Chris Fant","0","0","02/16/09 04:43 PM","02/16/09 04:43 PM","","Closed (Fixed)"
"Feature","4629","Add SmartAuction logo to MAX","","High","Tuan Bui","","Undecided","","Engineering","","02/25/09 04:19 PM","007:MAX","Tuan Bui","","","","Tuan Bui","2","2","02/27/09 05:02 PM","02/27/09 05:02 PM","","Closed (Implemented)"
"Feature","4658","Flash Locate: Lower Search and Acquisition max # of MMGs threshold to something...reasonable.","","Low","Simon Wenmouth","","Undecided","","Engineering","","02/26/09 10:14 PM","007:MAX","Bill Hummel","","","0","Simon Wenmouth","0","0","03/02/09 04:10 PM","10/17/13 03:16 PM","","Closed (Implemented)"
"Bug","4684","PROD: InsertRepriceEvent read timeouts and deadlock victim ","","Medium","Frank Owen","","Undecided","","Engineering","","03/02/09 04:35 PM","007:MAX","Bill Hummel","","","0","Frank Owen","0","0","03/17/09 05:49 PM","12/19/12 07:58 PM","","Closed (Fixed)"
"Bug","4759","Regression - GMAC - Clicking Home on PMR goes to CommandCenter","","Medium","Simon Wenmouth","","V5_18_03","","Engineering","","03/05/09 05:44 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","03/06/09 08:08 PM","03/10/09 05:20 PM","","Closed (Fixed)"
"Bug","4760","Regression - PingII related - Mileage adjustment message appears in Admin","","Medium","Simon Wenmouth","","V5_18_03","","Engineering","","03/05/09 06:03 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","03/05/09 08:24 PM","03/10/09 09:26 PM","","Closed (Won't Fix)"
"Bug","4771","GMAC - Logging in via GMAC-Test but Max Homepage still has FirstLook branding","","Medium","Chris Fant","","V5_18_03","","Engineering","","03/06/09 12:03 AM","007:MAX","Krishna Kumar","","","","Benson Fung","1","1","03/06/09 06:12 PM","03/10/09 11:11 PM","","Closed (Fixed)"
"Bug","4816","Regression - MAX Homepage","","not in use","Tuan Bui","","V5_18_03","","Engineering","","03/10/09 08:11 PM","007:MAX","Kirsten Stevens","","","","Tuan Bui","0.5","0.5","03/11/09 09:30 PM","06/25/09 10:33 PM","","Closed (Fixed)"
"Bug","4825","Regression - MAX Navigation ","","Medium","Chris Fant","","V5_18_03","","Engineering","","03/11/09 02:58 PM","007:MAX","Kirsten Stevens","","","","Benson Fung","0","0","03/11/09 09:26 PM","03/11/09 10:39 PM","","Closed (Not Reproducible)"
"Bug","4870","SmartAuctionQuickTurn charts_library license update for max gauges and charts","","Medium","Chris Fant","","V5_18_03 P0","","Engineering","","03/13/09 09:45 PM","007:MAX","Benson Fung","","","","Tuan Bui","3","3","03/17/09 03:06 PM","03/18/09 09:53 PM","","Closed (Fixed)"
"Feature","4955","ApplicationEvent logging","","Medium","Simon Wenmouth","","Undecided","","Engineering","","03/25/09 05:54 PM","007:MAX","Vince Mease","","","","Vince Mease","0","0","06/17/09 03:20 PM","06/17/09 03:20 PM","","Closed (Won't Implement)"
"Bug","4957","Post-5_18_03 Comparison of Application Performance ","","Medium","Chris Fant","","V5_18_03_BugFix","","Engineering","","03/25/09 08:39 PM","007:MAX","Joe Foster","","","","Chris Fant","0","0","04/20/09 09:09 PM","04/20/09 09:09 PM","","Closed (Fixed)"
"Bug","5184","Regression - Error message clicking Member Profile in BetaMax","","Medium","Benson Fung","","V5_18_04","","Engineering","","04/20/09 10:42 PM","007:MAX","Chris Fant","","05/18/09 11:00 PM","","Benson Fung","1","1","05/14/09 09:48 PM","05/26/09 03:56 PM","","Closed (Not Reproducible)"
"Bug","5185","Regression - Training button with old March schedule","","Medium","Devang Maniar","","Undecided","","Engineering","","04/20/09 10:45 PM","007:MAX","Chris Fant","","","0","Devang Maniar","0","0","08/28/09 08:27 PM","08/28/09 08:27 PM","","Closed (Fixed)"
"Bug","5188","Regression - Member Profile errors on Max Bubble Page","","Planning","Chris Fant","","V5_18_04","","Engineering","","04/21/09 03:54 PM","007:MAX","Chris Fant","","05/18/09 11:00 PM","","Benson Fung","1.5","1.5","05/11/09 10:26 PM","05/26/09 03:19 PM","","Closed (Fixed)"
"Bug","5539","Regression - Error message received in Max","","Medium","Simon Wenmouth","","PingII PhaseVI","","Engineering","","05/29/09 09:37 PM","007:MAX","Chris Fant","","","","Simon Wenmouth","0","0","06/22/09 03:27 PM","07/06/09 07:27 PM","","Closed (Fixed)"
"Inquiry","5621","Upgrade stores to MAX (DealerUpgradeCD = 15)","","Medium","Simon Wenmouth","","PingII PhaseVI","","Engineering","","06/09/09 03:03 PM","007:MAX","Vince Mease","","","","Frank Owen","0","0","06/09/09 11:12 PM","06/17/09 04:36 PM","","Closed (Responded)"
"Feature","5656","Add ""Search for Dealer"" function on max.firstlook.biz dealer selector page","","Ground Level","V-MAX-QA","bennett","Undecided","","Engineering","","06/10/09 08:57 PM","007:MAX","Vince Mease","","","0","Chad L Sosna","0","0","04/04/14 09:22 PM","04/04/14 09:22 PM","","Closed (Implemented)"
"Bug","5749","Acceptance - PingII PhaseVI - To is Misspelled","","Medium","Paul Monson","","PingII PhaseVI","","Engineering","","06/18/09 03:21 PM","007:MAX","Chris Fant","","","","Paul Monson","0","0","06/23/09 03:06 PM","06/25/09 06:54 PM","","Closed (Fixed)"
"Bug","5753","Acceptance - PingII PhaseVI - Spacing needed on the Auto Generate functionality ","","Medium","Paul Monson","","PingII PhaseVI","","Engineering","","06/18/09 03:28 PM","007:MAX","Chris Fant","","","","Paul Monson","0","0","06/23/09 03:06 PM","06/25/09 09:28 PM","","Closed (Fixed)"
"Bug","5754","Acceptance - PingII PhaseVI - Tagline Saving Error and Message","","Medium","Chris Fant","","PingII PhaseVI","","Engineering","","06/18/09 03:40 PM","007:MAX","Chris Fant","","","0","Chris Fant","0","0","07/28/09 08:59 PM","07/28/09 08:59 PM","","Closed (Fixed)"
"Bug","5755","Acceptance - PingII PhaseVI - Clicking edit for a SAVED Tagline produces Server Error","","Medium","Jason Calton","","PingII PhaseVI","","Engineering","","06/18/09 03:44 PM","007:MAX","Chris Fant","","","","Jason Calton","0","0","06/22/09 05:14 PM","06/25/09 07:08 PM","","Closed (Fixed)"
