"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Fix Versions","Affect Versions","Area","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Internal Defect","39135","NCP:  Car should be in two campaigns after reprocessing ","0","Medium","Karun Prasad","","First Look - MAX Digital","31.0","New Car","","05/04/17 09:12 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Ready for Work)"
"Internal Task","38647","Test Loghost from AWS machines.","3","Medium","","","First Look - MAX Digital","31.1","Mobile Showroom","","02/23/17 08:17 PM","002:FLM","J. Travis Huber","","","0","","0","0","","","","Active (Ready For Work)"
"Internal Defect","39134","Price By Age Validation Text Change (UI)","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","New Car","","05/04/17 06:48 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Ready for Work)"
"Task","39007","KBB Fair Purchase Price - Update FL valuation service to return FPP and FPP range values","0","Medium","Vivek Rane","","First Look - MAX Digital","31.1","Profit MAX","","04/19/17 03:28 PM","002:FLM","Akshai Rathore","","","0","","40","90","","","","Active (Work in Progress)"
"Internal Defect","39133","Exemption Light Box Text Change UI","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","MAX Merchandising","","05/04/17 06:39 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Ready for Work)"
"Internal Defect","39132","Exemptions Report Text Changes (UI)","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","MAX Reports","","05/04/17 06:26 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Ready for Work)"
"Project","38880","31.1 CUSTOMER CASES","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","03/29/17 07:22 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","34447,38912,38930,39102,","Planning"
"Internal Defect","39102","New Car Pricing: Object reference not set to an instance of an object notice","0","Medium","Karun Prasad","","First Look - MAX Digital","31.1","New Car","","05/01/17 07:48 PM","002:FLM","Inna Tulika","","","0","","0","0","","","","Active (Ready for Work)"
"Internal Defect","39130","Exemption Report: STA on changing vehicletype filter and Export","0","Medium","V-MAX-Review","","First Look - MAX Digital","31.0","MAX Reports","","05/04/17 11:31 AM","002:FLM","Deepa Ravishankar","","05/05/17 02:00 PM","0","","8","8","","","","Active (Work in Progress)"
"Internal Defect","39129","Exemption:  Inventory page incorrectly displays a Pending status","0","Medium","V-MAX-Review","UI","First Look - MAX Digital","31.0","MAX Reports","","05/04/17 09:30 AM","002:FLM","Deepa Ravishankar","","05/05/17 05:00 PM","0","","5","5","","","","Active (Work in Progress)"
"Internal Task","38927","Update apps to use ConfigurationDB","8","Medium","Lokesh Shastri","","First Look - MAX Digital","31.1","Misc","","04/05/17 05:15 PM","002:FLM","J. Travis Huber","","","0","","40","40","","","","Active (Ready For Work)"
"Internal Task","38928","Add custom attributes to new relic","8","Medium","Vivek Rane","","First Look - MAX Digital","31.1","Misc","","04/05/17 05:39 PM","002:FLM","J. Travis Huber","","","0","","13","13","","","","Active (Work in Progress)"
"Project","38688","31.0 INTERNAL/CLEAN UP","0","Medium","Joseph Laochaloenvanich","","First Look - MAX Digital","31.0","Misc","","03/02/17 06:12 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","35699,36380,36627,36639,37690,37873,38080,38270,38437,38473,38647,38654,38655,38657,38883,38896,38928,38933,38940,38952,38969,38994,38997,39011,39012,39013,39050,39051,39080,39081,","Planning"
"Project","38879","31.1 INTERNAL/CLEANUP","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","03/29/17 07:15 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","37076,37164,37549,38469,38471,38472,38559,38678,38696,38741,39079,","Planning"
"Internal Defect","39080","Build intermittently fails...please investigate","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","MAX Autoload","","04/26/17 09:20 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Ready for Work)"
"Internal Defect","39081","Max: Max Task Scheduler Running on App02 Machine","0","High","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","Misc","","04/26/17 11:10 PM","002:FLM","Tim Muir","","","0","","0","0","","","","Active (Needs Priority)"
"Project","38819","Exemption Report - 31.0","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","Misc","","03/22/17 08:45 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38597,38692,38874,38945,38946,38949,38950,38987,38990,39031,39118,39129,39130,","Planning"
"Bug","39113","SF:224080, MAX Ad not Loading Packages From MB Enhanced Decoding","0","Medium","Bill Rogalla","","First Look - MAX Digital","Undecided","MAX Autoload","","05/02/17 06:25 PM","002:FLM","Michael Morales","224080","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","39128","New Car Pricing: Date drop-down in the Dealer Discount","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","New Car","","05/03/17 08:26 PM","002:FLM","Inna Tulika","","","0","","0","0","","","","Active (Needs Priority)"
"Internal Defect","39068","Copilot ENHANCED decoding:  -98 need to go to -8 after x failed attempts","0","Medium","James Daniel","","First Look - MAX Digital","31.0","MAX Autoload","","04/26/17 03:35 AM","002:FLM","Christopher Norton","","","0","","32","32","","","","Active (Work in Progress)"
"Project","37788","Logging in the database","8","Medium","V-MAX-Engineers","","First Look - MAX Digital","Internal Backlog","Misc","","09/29/16 07:25 PM","002:FLM","J. Travis Huber","","","0","","0","0","","","","Ready for Work"
"Task","39124","SF:215954, Requesting a Volvo Specific M4W MAX Digital Hosted Script - UI","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Digital Showroom","","05/03/17 02:58 PM","002:FLM","","215954","","0","","0","0","","","","Active (Needs Requirements)"
"Feature","38923","SF:215954, Requesting a Volvo Specific M4W MAX Digital Hosted Script","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Website 2.0","","04/04/17 07:31 PM","002:FLM","Michael Morales","215954","","0","","0","0","","","39122,39123,39124,","Active (Needs Requirements)"
"Feature","39123","SF:215954, Requesting a Volvo Specific M4W MAX Digital Hosted Script - Javascript","5","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Website 2.0","","05/03/17 02:50 PM","002:FLM","","215954","","0","","0","0","","","","Active (Needs Requirements)"
"Feature","39122","SF:215954, Requesting a Volvo Specific M4W MAX Digital Hosted Script - API","8","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Website 2.0","","05/03/17 02:45 PM","002:FLM","","215954","","0","","0","0","","","","Active (Needs Requirements)"
"Internal Task","38997","Flesh out exemption stats","5","Medium","Darren Bokor","","First Look - MAX Digital","31.0","Misc","","04/14/17 08:32 PM","002:FLM","J. Travis Huber","","","0","","12","12","","","","Active (Work in Progress)"
"Bug","38912","SF:218441, KBB Values Changing Without Selecting Different Equipment","5","Medium","Dhanunjaya Yenugula","","First Look - MAX Digital","31.1","FL Inventory","","04/03/17 06:59 PM","002:FLM","Michael Morales","218441","05/05/17 02:00 PM","0","","28","28","","","","Active (Work in Progress)"
"Project","38882","31.1 FEATURES / INNOVATION","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","03/29/17 07:23 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38799,38800,38820,38916,39052,","Planning"
"Feature","38916","Appraisal:  When I pick a trim, I want to pick only one trim, not four","13","Medium","Akshai Rathore","AppraisalUX","First Look - MAX Digital","31.1","Misc","","04/04/17 02:36 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Research)"
"Bug","39104","Recall Report Not Taking User To Recall Report or Store in CC3","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","FL Reports","","05/01/17 08:50 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","38924","Mobile Showroom: Google Analytics Data Collection Broken","0","High","Troy Hemstreet","","First Look - MAX Digital","Undecided","Digital Showroom","","04/04/17 07:58 PM","002:FLM","Tim Muir","","","0","","0","0","","","","Active (Needs Research)"
"Task","39063","Chrome Incentives: Deprecate the Feature - Parent Case","0","Medium","V-MAX-PRODUCT","ChromeAIR","First Look - MAX Digital","Undecided","MAX Merchandising","","04/25/17 07:19 PM","002:FLM","Tim Muir","","","0","","0","0","","","39116,39117,","Active (Needs Priority)"
"Task","39117","Chrome Incentives: Clean Up Remaining Infrastructure","0","Medium","V-MAX-PRODUCT","ChromeAIR","First Look - MAX Digital","Undecided","Misc","","05/02/17 07:40 PM","002:FLM","Tim Muir","","","0","","0","0","","","39067,39077,","Active (Needs Priority)"
"Task","39077","Chrome Incentives: Remove Setting in FL-admin PING II Tab","5","Medium","V-MAX-PRODUCT","ChromeAIR","First Look - MAX Digital","Undecided","FL Admin","","04/26/17 04:39 PM","002:FLM","Mike Metterle","","","0","","0","0","","","","Active (Needs Priority)"
"Bug","39115","SF:224039, M4W Affecting Website Speed Scores","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Website 2.0","","05/02/17 07:26 PM","002:FLM","Michael Morales","224039","","0","","0","0","","","","Active (Needs Priority)"
"Task","39099","Provide MSRP for New Cars in Market Listings - CoPilot","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Digital Showroom","","05/01/17 05:36 PM","002:FLM","Kara Korte","","","0","","0","0","","","","Active (Needs Research)"
"Bug","36335","SF:161286, Chrome Browser Specific-Printing both Trade in and Retail Value in Edmunds Book Out (when only Trade selected)","3","Medium","Mike Metterle","","First Look - MAX Digital","31.0","FL Appraisal","","04/15/16 06:40 PM","002:FLM","Dan Webster","161286","","0","","0","0","","","","Active (Work in Progress)"
"Internal Defect","39109","Repair Orders - Code name validation doesn't handle case sensitivity","0","Medium","Hanna Kliushneva","","First Look - MAX Digital","31.0","MAX Merchandising","","05/02/17 02:46 PM","002:FLM","Darren Bokor","","","0","","0","0","","","","Active (Ready for Work)"
"Bug","39073","SF:222993, MAX DSR Issue - Unable to Select Make from Dropdown","0","Medium","Bill Rogalla","dsr","First Look - MAX Digital","Undecided","Digital Showroom","","04/26/17 03:52 PM","002:FLM","Michael Morales","222993","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","39107","Ford Autoload:  Clearing Ford Autoload in Max Settings does not delete the record like other autoloads","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","MAX Autoload","","05/01/17 09:31 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Priority)"
"Task","38957","User-Facing Password Reset Page","8","Medium","Akshai Rathore","","First Look - MAX Digital","Internal Backlog","Misc","","04/07/17 09:01 PM","002:FLM","Kris Franken","","","0","","0","0","","","","Active (Needs Priority)"
"Bug","39095","SF:223234, DSR Issue - Missing Vehicle","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Digital Showroom","","05/01/17 02:40 PM","002:FLM","Michael Morales","223234","","0","","0","0","","","","Active (Needs Estimate)"
"Internal Task","36622","Max Ad: Approval Summary Regression - Page Doesn't Respond to JavaScript","8","Low","Tim Muir","","First Look - MAX Digital","Internal Backlog","Misc","","05/12/16 09:48 PM","002:FLM","Tim Muir","","","0","","6","6","","","","Active (Needs Priority)"
"Task","38025","STD Report:  Stop using Parentheses to Denote Negative Amount","0","Low","V-MAX-PRODUCT","","First Look - MAX Digital","Customer Cases Backlog","MAX Reports","","11/04/16 07:45 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Needs Requirements)"
"Bug","38201","Mercedes Benz Autoload-Not Loading Options/Colors","5","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Customer Cases Backlog","MAX Autoload","","12/07/16 07:03 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Needs Research)"
"Internal Task","38062","Solution and project maintenance - MVC dependencies","13","Medium","V-MAX-Architect","","First Look - MAX Digital","Internal Backlog","Digital Showroom","","11/11/16 05:00 PM","002:FLM","Daniel Hillis","","","0","","0","0","","","","Active (Needs Requirements)"
"Task","38943","Publish Pricing Details with AdReleases","13","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Internal Backlog","Misc","","04/06/17 07:16 PM","002:FLM","Kris Franken","","","0","","0","0","","","","Active (Needs Priority)"
"Bug","39093","SF:223663, Inaccurate Rank based on Market Listings in Profit MAX","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Profit MAX","","04/28/17 06:45 PM","002:FLM","Michael Morales","223663","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","39087","Ford Autoload:  The number of cars reqeusted does not equal the number of cars on the lot","0","High","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","MAX Autoload","","04/28/17 02:15 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Priority)"
"Task","39092","Ford Direct Autoload: we can scrape all Ford Direct Autoload","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","MAX Autoload","","04/28/17 06:37 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Priority)"
"Internal Defect","39089","Repair Orders - alignment of Enabled box is incorrect when there are no repair orders","0","Medium","Hanna Kliushneva","","First Look - MAX Digital","31.0","MAX Merchandising","","04/28/17 04:14 PM","002:FLM","Darren Bokor","","","0","","0","0","","","","Active (Ready for Work)"
"Internal Defect","39088","Repair Orders - validation warnings are displayed in different locations in UI","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","MAX Merchandising","","04/28/17 04:03 PM","002:FLM","Darren Bokor","","","0","","0","0","","","","Active (Ready for Work)"
"Internal Defect","39062","CoPilot enhanced decoding:  we do not  limit the $ amount for packages we see getting loaded on to vehicles","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","MAX Autoload","","04/25/17 06:37 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Research)"
"Internal Defect","39044","Ford Autoload - summary of vins not autoloading","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Digital Showroom","","04/24/17 07:45 PM","002:FLM","Darren Bokor","","","0","","0","0","","","","Active (Needs Research)"
"Internal Task","36890","Add metrics to thirdparty requests in FL Services","8","High","V-MAX-Architect","","First Look - MAX Digital","Internal Backlog","Profit MAX","","06/15/16 03:48 AM","002:FLM","J. Travis Huber","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","38696","KBB 2017 Valuation Enhancement Changes","8","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.1","FL Inventory","","03/02/17 09:42 PM","002:FLM","Kara Korte","","","0","","0","0","","","","Active (Needs Research)"
"Task","38998","AutoLoad Status Report by Scrape Site","0","Medium","Christopher Norton","autoload","First Look - MAX Digital","Internal Backlog","MAX Autoload","","04/17/17 09:46 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Priority)"
"Feature","38799","Get MSRP from CoPilot for NEW Car Market Listings ","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","03/21/17 08:52 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","","Active (Needs Requirements)"
"Feature","38800","Add MSRP to Market Listings view for New Cars","5","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Profit MAX","","03/21/17 08:55 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","","Active (Needs Requirements)"
"Bug","34447","SF:135418, Request to Updated Honda Certified Logo-DSR and MAX4Web","3","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.1","Digital Showroom","","10/01/15 03:12 PM","002:FLM","Bill Rogalla","135418","","0","","0","0","","","","Active (Ready for Work)"
"Feature","39043","SF:221646, Request to send Trim instead of Style as ""Trim"" in GID","0","Medium","V-MAX-Architect","","First Look - MAX Digital","Undecided","MAX Autoload","","04/24/17 07:10 PM","002:FLM","Michael Morales","221646","","0","","0","0","","","","Active (Needs Requirements)"
"Bug","39000","Insufficient Permissions in batch get set to pending when should be -96","0","Medium","V-MAX-PRODUCT","autoload","First Look - MAX Digital","Internal Backlog","MAX Autoload","","04/18/17 04:25 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Priority)"
"Feature","39009","DSR ""send via email"" Updates","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Features Backlog","Digital Showroom","","04/19/17 08:36 PM","002:FLM","","","","0","","0","0","","","","Active (Needs Priority)"
"Project","38822","Improvements in autoload/enhanced decoding","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","Misc","","03/22/17 08:57 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38795,38796,39062,39068,","Planning"
"Bug","39064","MAX AD (Wanamaker) FLAdmin Upgrade not saving in IE11","0","Medium","V-MAX-Triage","","First Look - MAX Digital","Undecided","FL Admin","","04/25/17 07:53 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Needs Research)"
"Task","38883","Co-Pilot Elastic Search Updates","13","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","Misc","","03/29/17 07:28 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","","Active (Needs Requirements)"
"Project","39052","FEATURE: MAX + APPRAISAL LITE - 31.1","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","04/25/17 02:35 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38529,38534,39056,39058,","Planning"
"Bug","39058","MAX + APPRAISAL LITE - FirstLook Reports Navigation on Exit","0","Medium","Bill Rogalla","","First Look - MAX Digital","31.1","FL Reports","","04/25/17 04:14 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","39056","MAX + APPRAISAL LITE - Menu UI Changes - Manual Bookout and T/P Report","0","Medium","Bill Rogalla","","First Look - MAX Digital","31.1","FL Reports","","04/25/17 03:54 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Needs Estimate)"
"Internal Task","38678","Decommission Firstlook Java projects","13","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.1","Misc","","03/01/17 05:29 PM","002:FLM","Mike Metterle","","","0","","0","0","","","","Active (Needs Priority)"
"Feature","38534","MAX + Appraisal Light - Mobile App Single App","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","FL Mobile","","02/06/17 09:45 PM","002:FLM","Bill Rogalla","","","1","","0","0","","","","Active (Needs Requirements)"
"Project","38818","FEATURE: MAX + APPRAISAL LITE - 31.0","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","Misc","","03/22/17 08:43 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","","Planning"
"Feature","38529","MAX + Appraisal Light - Page Level Tag","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","MAX Merchandising","","02/06/17 08:17 PM","002:FLM","Bill Rogalla","","","0","","0","0","","","","Active (Needs Research)"
"Internal Task","39047","CloudSearch Reconciler Revisit","0","Medium","V-MAX-Architect","","First Look - MAX Digital","Internal Backlog","Misc","","04/24/17 10:06 PM","002:FLM","Daniel Hillis","","","0","","0","0","","","","Active (Needs Priority)"
"Internal Task","37076","Logging Improvements","0","Medium","V-MAX-Architect","","First Look - MAX Digital","31.1","Misc","","07/01/16 08:05 PM","002:FLM","Daniel Hillis","","","0","","0","0","","","37077,38268,38269,38707,38722,","Active (Needs Research)"
"Bug","36458","SF:163236, Window Sticker Issue-- Incorrect Information displaying","5","High","V-MAX-Engineers","","First Look - MAX Digital","Customer Cases Backlog","MAX Window Stickers","","04/28/16 09:57 PM","002:FLM","Dan Webster","163236","","0","","0","0","","","","Active (Ready for Work)"
"Internal Defect","39018","VdsAutoloadConfigItems BU list in database only has Mercedes, not Ford","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","MAX Merchandising","","04/20/17 08:01 PM","002:FLM","Darren Bokor","","","0","","0","0","","","","Active (Ready for Work)"
"Bug","39030","Batch Autoload Page has missing xml for CoPilot VINs","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","MAX Merchandising","","04/21/17 09:34 PM","002:FLM","Darren Bokor","","","0","","0","0","","","","Active (Ready for Work)"
"Project","38689"," 31.0 CUSTOMER CASES","0","Medium","Joseph Laochaloenvanich","","First Look - MAX Digital","31.0","Misc","","03/02/17 06:14 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","36335,36337,37119,37575,38586,38723,38751,38779,38787,38884,38929,38931,38954,38988,39014,","Planning"
"Task","38930","SF:219235 maxad login image","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","04/05/17 08:34 PM","002:FLM","Joseph Laochaloenvanich","219235","","0","","0","0","","","","Active (Needs Priority)"
"Internal Task","38080","Merchandising.builder.FetchProfitMaxEquipmentsByChomeStylesList -- review, rename","3","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","Misc","","11/14/16 04:32 PM","002:FLM","Bill Hummel","","","0","","0","0","","","","Active (Ready For Work)"
"Project","38901","DSR Model/Trim Filter Upgrade","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","03/31/17 06:48 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","","Planning"
"Task","39024","Add SiteId column to the AutoloadStatus table","0","Medium","V-MAX-Engineers","","First Look - MAX Digital","Internal Backlog","MAX Merchandising","","04/21/17 07:36 PM","002:FLM","Darren Bokor","","","0","","0","0","","","","Active (Ready for Work)"
"Bug","39021","SF:218553, Secure Site Script for M4W","0","Medium","Bill Rogalla","","First Look - MAX Digital","Undecided","Website 2.0","","04/21/17 02:55 PM","002:FLM","Michael Morales","218553","","0","","0","0","","","","Active (Needs Estimate)"
"Internal Task","38915","Max Error: ""Task faulted but aggregate exception is null.""","5","Medium","V-MAX-Architect","Loggly","First Look - MAX Digital","Internal Backlog","Misc","","04/03/17 07:59 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Research)"
"Internal Task","39022","CPO Cleanup job is still doing work, and it shouldn't be.","0","Medium","V-MAX-Architect","","First Look - MAX Digital","Internal Backlog","Misc","","04/21/17 04:51 PM","002:FLM","Daniel Hillis","","","0","","0","0","","","39023,","Active (Needs Priority)"
"Internal Task","39023","Drop CPO Cleanup job","0","Medium","V-MAX-Architect","","First Look - MAX Digital","Internal Backlog","Misc","","04/21/17 04:55 PM","002:FLM","Daniel Hillis","","","0","","0","0","","","","Active (Needs Priority)"
"Task","38886","Volvo Enhanced Decoding","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Misc","","03/29/17 08:45 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","","Active (Needs Priority)"
"Project","39016","Improvements in autoload/enhanced decoding (31.1)","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Digital Showroom","","04/20/17 06:30 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38886,","Planning"
"QA Task","38470","Create Test Cases in Test Rail for FL Mobile: Appraisal History","13","Medium","Inna Tulika","mobile","First Look - MAX Digital","31.1","FL Mobile","","01/23/17 08:23 PM","002:FLM","Christopher Norton","","","1","","0","0","","","","Active (Work in Progress)"
"Project","38690"," FL MOBILE AUTOMATION PROJECT (31.0)","0","Medium","Joseph Laochaloenvanich","","First Look - MAX Digital","31.1","Misc","","03/02/17 06:18 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38470,","Planning"
"Project","38911","FL MOBILE AUTOMATION PROJECT (31.0)","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.0","Misc","","04/03/17 06:20 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","","Planning"
"Task","38739","OPRM:  Process to authorize rule implementation","0","Medium","Bill Rogalla","option package","First Look - MAX Digital","Internal Backlog","MAX Admin","","03/09/17 09:42 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","38740","OPRM: warning blurb on the admin page to clarify when the rule will take effect","0","Medium","Bill Rogalla","option package","First Look - MAX Digital","Internal Backlog","MAX Admin","","03/09/17 09:55 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Estimate)"
"Project","38977","Digital Showroom: ""Packages Whitelist"" - 31.0 Parent","0","Medium","Troy Hemstreet","","First Look - MAX Digital","31.0","Digital Showroom","","04/11/17 07:04 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38659,38661,","Planning"
"Project","39015"," Digital Showroom: ""Packages Whitelist"" - 31.1 Parent","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","31.1","Digital Showroom","","04/20/17 04:23 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","38731,38732,38734,38736,38737,38738,38739,38740,","Planning"
"Task","38738","OPRM: We need a way to track who created the rule and who last updated it","0","Medium","Bill Rogalla","option package","First Look - MAX Digital","Internal Backlog","MAX Admin","","03/09/17 09:26 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","38734","OPRM: Set Package? default to checked","0","Medium","Bill Rogalla","option package","First Look - MAX Digital","Internal Backlog","MAX Admin","","03/09/17 08:28 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","38736","OPRM: Models should only show the last 10 years","0","Medium","Bill Rogalla","option package","First Look - MAX Digital","Internal Backlog","MAX Admin","","03/09/17 08:48 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","38731","OPRM: do not allow Admin users to edit or Delete global rules","0","Medium","Bill Rogalla","option package","First Look - MAX Digital","Internal Backlog","MAX Admin","","03/09/17 03:58 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","38732","OPRM: Division must be required when creating a new rule","0","Medium","Bill Rogalla","option package","First Look - MAX Digital","Internal Backlog","MAX Admin","","03/09/17 07:35 PM","002:FLM","Christopher Norton","","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","38964","SF:218537, Enhanced Decoding Issue - No Trims on Mercedes-Benz","0","Medium","Bill Rogalla","","First Look - MAX Digital","Undecided","MAX Autoload","","04/10/17 02:19 PM","002:FLM","Michael Morales","218537","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","38992","SF:220831, DSR Issue- Vehicle not appearing in DSR when filtered by trim","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","Digital Showroom","","04/13/17 08:11 PM","002:FLM","Michael Morales","220831","","0","","0","0","","","","Active (Needs Research)"
"Internal Task","39008","Max: Add Feedback to Auto-Approve Page","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","Undecided","MAX Merchandising","","04/19/17 04:38 PM","002:FLM","Tim Muir","","","0","","0","0","","","","Active (Needs Priority)"
"Project","38664","Exemption Report - 30.2","0","Medium","V-MAX-PRODUCT","","First Look - MAX Digital","30.2","MAX Reports","","02/27/17 08:53 PM","002:FLM","Joseph Laochaloenvanich","","","0","","0","0","","","33035,38591,38592,38593,38594,38595,38598,38667,38785,38831,38861,38878,38885,38889,39010,","Planning"
"Bug","38787","SF:216306, Command Center - Email Error","8","Medium","V-MAX-Engineers","","First Look - MAX Digital","31.0","FL Reports","","03/20/17 07:20 PM","002:FLM","Michael Morales","216306","","0","","0","0","","","","Active (Ready for Work)"
"Bug","37575","SF:181919, Transmissions Not Sent in GID for VINs That Decode to Multiple Transmissions","8","High","V-MAX-Engineers","","First Look - MAX Digital","31.0","MAX Ad Descriptions","","08/26/16 07:02 PM","002:FLM","Dan Webster","181919","","0","","0","0","","","","Active (Ready for Work)"
